и,919
в,488
не,344
он,308
что,236
на,233
с,176
а,145
как,126
к,120
я,117
его,116
но,103
андрей,98
ефимыч,98
вы,92
это,91
же,91
по,86
у,82
ему,82
из,77
все,76
от,65
то,63
за,60
него,57
или,56
сказал,55
иван,53
дмитрич,52
было,51
когда,51
так,51
о,50
бы,49
нет,47
только,46
себя,46
михаил,43
аверьяныч,43
уже,41
ни,41
доктор,39
мне,38
да,37
вас,36
чтобы,34
даже,34
был,33
потом,33
если,32
время,32
теперь,30
без,29
для,29
меня,29
мой,29
еще,28
их,27
никита,27
очень,27
человек,26
люди,25
чем,24
во,24
до,24
вам,24
хоботов,24
день,23
со,23
всегда,22
есть,22
лет,22
при,22
здесь,20
себе,20
жизнь,20
ничего,20
вот,20
нас,19
никогда,19
жизни,19
вдруг,19
раз,19
андрея,19
ефимыча,19
больше,18
городе,18
после,18
андрею,18
ефимычу,18
этом,17
два,17
больных,17
совершенно,17
доктора,17
дорогой,17
ним,16
были,16
говорил,16
том,16
мы,15
лицо,15
говорит,15
под,15
глаза,15
думал,15
друг,15
лат,15
потому,14
этого,14
свою,14
они,14
человека,14
своим,14
тем,14
можно,14
быть,14
6,13
нем,13
около,13
эта,13
которые,13
своего,13
ли,13
что-то,13
скоро,13
ее,13
нужно,13
дома,13
тоже,13
который,13
ведь,13
совсем,13
значит,13
самом,13
была,13
больницу,13
тут,13
город,13
флигель,12
людей,12
всего,12
один,12
голову,12
давно,12
всем,12
руки,12
почему-то,12
она,12
зачем,12
проговорил,12
которого,11
будто,11
утром,11
будет,11
через,11
где,11
жить,11
книги,11
ивана,11
дмитрича,11
про,11
одного,11
вообще,11
кажется,11
лежал,11
сел,11
друга,11
эти,10
дверь,10
них,10
вероятно,10
между,10
ходил,10
оно,10
деле,10
почему,10
там,10
лицом,10
обеда,10
ум,10
страдания,10
дарьюшка,10
голосом,10
вчера,10
равно,10
франц,10
свете,9
минуту,9
палате,9
постели,9
тихо,9
затем,9
такой,9
ходит,9
стал,9
тому,9
говорить,9
прежде,9
домой,9
того,9
мысли,9
нему,9
больные,9
вместе,9
перед,9
опять,9
крикнул,9
больнице,8
тот,8
груди,8
всех,8
обыкновенно,8
ноги,8
быстро,8
какая,8
сергей,8
рублей,8
громко,8
хорошо,8
разве,8
казалось,8
дело,8
рано,8
вышел,8
палату,8
страшно,8
говорят,8
пришел,8
сегодня,8
правда,8
какие,8
можете,8
может,8
спросил,8
вами,8
часто,7
какой,7
надо,7
бьет,7
пять,7
сидит,7
головой,7
мойсейка,7
двадцать,7
назад,7
стороны,7
кроме,7
кто-нибудь,7
своих,7
ночи,7
дрожа,7
об,7
отец,7
знал,7
всякий,7
каждый,7
хотел,7
честь,7
имеет,7
делать,7
будем,7
верно,7
свое,7
нельзя,7
свои,7
которых,7
руками,7
глядя,7
пора,7
пить,7
считал,7
слова,7
раза,7
вскочил,7
продолжал,7
ну,7
оба,7
этот,7
вид,6
весь,6
такое,6
кровати,6
первый,6
вопросы,6
своей,6
палаты,6
хуже,6
любит,6
своему,6
сам,6
начинает,6
улице,6
должен,6
эту,6
одной,6
голова,6
много,6
могут,6
читать,6
никакой,6
степени,6
долго,6
мимо,6
рассуждать,6
деньги,6
другой,6
ума,6
плечами,6
понимаю,6
поздно,6
никто,6
которую,6
мужики,6
фельдшер,6
умирать,6
знает,6
сергеич,6
часа,6
думает,6
пиво,6
молча,6
выше,6
руку,6
евгений,6
федорыч,6
ваше,6
халат,6
должны,6
сидеть,6
бог,6
лег,6
извините,6
боли,6
боль,6
управы,6
ехать,6
дворе,5
стоит,5
первую,5
лицу,5
двери,5
улыбаясь,5
отвечает,5
окну,5
богу,5
иногда,5
одном,5
бывший,5
угла,5
угол,5
каким-то,5
им,5
телом,5
ходить,5
хочется,5
сказать,5
по-видимому,5
ней,5
трудно,5
неделю,5
имел,5
все-таки,5
место,5
чтоб,5
читает,5
думать,5
раньше,5
чувства,5
какое-то,5
показалось,5
таким,5
несколько,5
целый,5
например,5
времени,5
этой,5
одно,5
хозяйке,5
вздор,5
тюрьме,5
конце,5
странно,5
мысль,5
сильно,5
этих,5
самое,5
мужик,5
чего,5
сделать,5
знаете,5
какое,5
изо,5
дня,5
впрочем,5
вон,5
воли,5
недоразумение,5
оттого,5
книг,5
почтмейстер,5
голос,5
диван,5
жаль,5
глубоко,5
уважаемый,5
знать,5
бессмертие,5
конечно,5
сто,5
молодой,5
ужасно,5
жил,5
вздохнул,5
слушал,5
точно,5
вспомнил,5
понял,5
презирать,5
коллега,5
почувствовал,5
голубчик,5
диване,5
слово,5
сюда,5
больничном,4
одни,4
бывает,4
сени,4
больничного,4
старые,4
вся,4
красный,4
ясно,4
полу,4
сумасшедшие,4
глазами,4
принимает,4
одному,4
улицу,4
видеть,4
копеечку,4
месте,4
другом,4
собой,4
делает,4
грубо,4
невольно,4
сенях,4
глазах,4
спать,4
останавливается,4
видно,4
будут,4
продолжает,4
над,4
горячо,4
страстно,4
речь,4
зато,4
смерть,4
университете,4
понятия,4
утра,4
пал,4
духом,4
должность,4
болезни,4
мало,4
спал,4
скучно,4
чувство,4
читал,4
едва,4
чтение,4
ними,4
головы,4
вечером,4
врачи,4
поднялся,4
дни,4
ивану,4
дмитричу,4
выражением,4
встрече,4
улыбался,4
смерти,4
кухне,4
ушах,4
спиной,4
доктором,4
уж,4
глаз,4
тяжелая,4
когда-то,4
никому,4
страха,4
подходит,4
хотят,4
признаться,4
недавно,4
слух,4
своем,4
году,4
кулаком,4
приехал,4
состоянии,4
сиделки,4
всю,4
говорили,4
городу,4
хоть,4
право,4
чаю,4
тысяч,4
оставить,4
конец,4
смертью,4
часов,4
кабинете,4
такая,4
одним,4
баба,4
двадцати,4
уходит,4
стол,4
три,4
спрашивает,4
приходит,4
души,4
небось,4
рад,4
пива,4
видом,4
разговор,4
сами,4
россии,4
женщина,4
платье,4
тогда,4
мыслящий,4
хотя,4
вечера,4
вспоминать,4
карты,4
пишут,4
дела,4
разницы,4
делу,4
денег,4
саду,4
холода,4
пошел,4
ты,4
прошу,4
кого,4
кровать,4
моей,4
ваш,4
изволили,4
уразумению,4
уразумение,4
прошелся,4
засмеялся,4
говорю,4
пожал,4
видите,4
ничему,4
истинное,4
раздражение,4
действительность,4
страданиям,4
зубы,4
сумасшедший,4
сидел,4
неподвижно,4
приходил,4
хоботова,4
тоном,4
стало,4
боже,4
взял,4
отдохнуть,4
хотелось,4
выходил,4
неужели,4
стыдно,4
бромистым,4
калием,4
слабы,4
п,3
палата,3
небольшой,3
целым,3
остались,3
больничный,3
больничных,3
никуда,3
лежит,3
старый,3
нос,3
тех,3
комнату,3
сеней,3
окна,3
решетками,3
впечатление,3
мещане,3
высокий,3
блестящими,3
подперев,3
ночь,3
покачивая,3
горько,3
редко,3
пьет,3
судя,3
следует,3
маленький,3
ночью,3
жид,3
городской,3
просит,3
беспорядки,3
правой,3
тридцати,3
здоровый,3
необыкновенно,3
состояния,3
вечерам,3
свой,3
похоже,3
дает,3
волю,3
хорошее,3
человеческой,3
временем,3
земле,3
самой,3
чиновник,3
умер,3
всяких,3
матери,3
места,3
занимал,3
пока,3
ел,3
людям,3
кем,3
говоря,3
невежество,3
иначе,3
нужны,3
общество,3
никаких,3
чистота,3
вроде,3
клубе,3
однажды,3
мог,3
будущем,3
возможна,3
тюрьмы,3
течением,3
силу,3
мужика,3
крови,3
жалованье,3
верст,3
железной,3
насилие,3
двор,3
казались,3
спит,3
логика,3
совесть,3
концов,3
бесполезно,3
служба,3
стала,3
как-нибудь,3
другое,3
начинал,3
солнца,3
пришли,3
кричал,3
мешать,3
лечиться,3
ночам,3
мыслить,3
чувствовать,3
этому,3
последний,3
весело,3
какую-то,3
пожимая,3
сортировщик,3
лукаво,3
непременно,3
белый,3
флигеле,3
чай,3
новых,3
посещать,3
немного,3
сумасшедших,3
довольно,3
знаю,3
большой,3
хватит,3
виноват,3
которая,3
палатах,3
тяжело,3
смотритель,3
сиделок,3
отлично,3
знали,3
слава,3
возле,3
здоровья,3
что-нибудь,3
дал,3
дай,3
счет,3
первое,3
тридцать,3
двенадцать,3
науки,3
философию,3
чему,3
каждого,3
какой-нибудь,3
десять,3
вопрос,3
садится,3
приемной,3
изредка,3
медленно,3
полчаса,3
комнатам,3
просто,3
нам,3
человеком,3
беседа,3
тупой,3
одна,3
скачать,3
сайте,3
-,3
knigochei,3
net,3
пили,3
михаила,3
аверьяныча,3
выхода,3
против,3
хочет,3
внимательно,3
верите,3
верю,3
имею,3
душе,3
вздохом,3
улыбкой,3
уйти,3
глину,3
этим,3
бессмертия,3
ниже,3
глупости,3
противно,3
рядом,3
водку,3
болезнь,3
которому,3
публика,3
те,3
суета,3
должно,3
своею,3
высоких,3
сапогах,3
всей,3
квартире,3
такие,3
тень,3
коллегу,3
средства,3
проводить,3
обратился,3
доктору,3
подумал,3
мягко,3
высокоблагородие,3
убить,3
могу,3
отсюда,3
третий,3
насмешливо,3
радуюсь,3
кончил,3
которое,3
презрение,3
жили,3
диоген,3
люблю,3
сначала,3
начал,3
оставьте,3
квартиру,3
именно,3
подушку,3
смущении,3
полагаю,3
час,3
гадко,3
палатой,3
самого,3
мной,3
представление,3
мудрец,3
страдание,3
будете,3
внешнее,3
благо,3
слезами,3
философ,3
раздражением,3
прекрасно,3
учение,3
две,3
положим,3
страдали,3
позвольте,3
сколько,3
сидели,3
посмотрел,3
философия,3
ответ,3
чувствуешь,3
туда,3
подозревал,3
пил,3
отворил,3
смотрителя,3
другу,3
города,3
член,3
пятьсот,3
человеку,3
сердце,3
задавали,3
глупые,3
куда,3
варшаву,3
кто,3
надел,3
как-то,3
долгом,3
спинке,3
поехал,3
тупые,3
номера,3
беловой,3
черту,3
пойти,3
склянку,3
накипь,3
обеими,3
даст,3
гоп,3
заколдованный,3
круг,3
выздоровеете,3
выйти,3
встал,3
луна,3
отвори,3
чехова,2
тоски,2
существования,2
чехов,2
наполовину,2
глядит,2
поле,2
забор,2
гвозди,2
имеют,2
флигелю,2
посмотрим,2
горы,2
хлама,2
панталоны,2
синими,2
кучи,2
удушливый,2
запах,2
солдат,2
суровое,2
кулаки,2
порядок,2
входите,2
считать,2
стены,2
зимой,2
комнате,2
сидят,2
лежат,2
халатах,2
худощавый,2
мещанин,2
одну,2
участие,2
машинально,2
дают,2
щеках,2
живой,2
старик,2
черными,2
волосами,2
днем,2
поджав,2
встает,2
кулаками,2
пальцем,2
дверях,2
дурачок,2
флигеля,2
улицах,2
мальчишками,2
колпаке,2
улицам,2
останавливаясь,2
ворот,2
хлеба,2
третьем,2
богатым,2
приносит,2
сердцем,2
бога,2
пускать,2
товарищам,2
воду,2
спят,2
каждому,2
новой,2
левой,2
паралитика,2
сострадания,2
громов,2
